session_id,TooFast,WhiteBlackBIATGood,WhiteBlackBIATBad,WhiteAsianBIATGood,WhiteAsianBIATBad,WhiteHispanicBIATGood,WhiteHispanicBIATBad,BJWAgg,GBDAgg,PDAgg,SLBAgg,Conservatism,ExplicitPref,Age,CountryCit,Ethnicity,EthnicityBinary,Gender,Race,RaceMulti
8867903, , , , , , , , ,1.75, ,3.75,2,0,28,1,2,2,2,6,.
8867909,0, , , , ,.0757566849743896,-.228103319818192, , ,1.66666666666667, ,6,0,22,1,2,2,2,6,.
8867913, , , , , , , , , , , ,5, , ,1, , ,2, ,.
8867918,.111623143881208, , ,.412796276593807,-.383961309316355, , , , ,2.33333333333333, ,2,0,50,1,2,2,2,6,.
8867926,0, , , , ,-.140874898265943,.341719705651736,3.95, ,2.16666666666667, ,1,0,18,1,1,1,1,7,.
8867927,0, ,.263465686994461, , , , , , , , ,4, ,15,1,2,2,2,6,.
8867934,0, , , , , , , , , , ,2, , ,1, , ,2, ,.
8867955, , , , , , , , , , , , , , ,39, , ,2, ,.
8867965,.0078125, , ,.634962493037625,.349655365153021, , ,4, ,3.16666666666667, ,4,1,45,14,2,2,2,6,.
8867969,0, , , , ,-.106064635969713,-.10022046702935, ,2, ,2,2,0, ,1,2,2,2,6,.
8867974,.0078125, , ,.626243188325971,.848442404954869, , , ,1.875, ,2.75,3,1,39,1,2,2,2,6,.
8867982,0, , , , , ,-.803149208209706, , , , ,3, ,19,1,1,1,1,7,.
8867985, , , , , , , , , , , ,3, ,17,104,2,2,2,6,.
8867988,0, , ,.0126329644807965,.293672038354544, , ,3.65, ,2.16666666666667, ,4,0,29,1,2,2,1,8,"""[2,5]"""
8867995,0, , ,.438535758902284,.383491339372918, , , , , ,3.58333333333333,6,0,41,1,2,2,2,6,.
8867999,.0234375,-.128801133654974,.822509745380092, , , , , ,1, ,1.5,1,0,26,1,2,2,2,6,.
8868002, , , , , , , , ,1, ,2.58333333333333,4, ,16,1,2,2,2,3,.
8868003,0, , , , ,.153819654713259,.770163375935849, ,1, ,3.41666666666667,6,0,41,1,2,2,2,6,.
8868012,0, , ,-.440253485898279,.249752649482765, , ,3.5, ,1.33333333333333, ,1,0,24,1,2,2,2,6,.
8868018,0,.0491923295613957,.665031684461496, , , , , , , , , , , , , , , , ,.
8868027, , , , , , , , ,2.5, ,4.91666666666667,4,0,18,1,1,1,2,7,.
8868028,.276041666666667,.957697818967, , , , , , , , , ,4, ,20,1,2,2,2,3,.
8868030, , , , , , , , , , , ,1, , ,39,2,2,2,7,.
8868031,0, , , , ,.695199885683713,.891605540528415, , ,1.5, ,1,0,71,1,2,2,2,7,.
8868034, , , , , , , , , , , ,6, ,19,1,2,2,2,6,.
8868047,.725806451612903, , , , , , , , , , ,4, ,21,1,1,1,1,7,.
8868058,0, , ,.384857816540869,.35424358991814, , , ,3.125, ,2.83333333333333,6,0,19,1,2,2,2,6,.
8868066,0, , , , ,-.700551297153129,-.757553839642708,3, ,2.83333333333333, ,2,0,24,225,2,2,2,6,.
8868097, , , , , , , ,2.4, ,1.83333333333333, ,3,0,18,1,2,2,2,6,.
8868099,0, , , , ,-.402208031177997,-.561836127321378,3.5, ,3, ,4,0,18,1,1,1,2, ,.
8868103,0, , ,.316178261303355,.194188360350345, , , ,3.25, ,4.75,6,0,18,1,2,2,2,6,.
8868107, , , , , , , , , , , ,6, ,24,1,2,2,2,6,.
8868121,.0078125,-.307052101595167,-.459505083970525, , , , , ,1.75, ,2.08333333333333,2,0,16,1,3,2,2,5,.
8868123,0, , ,-.862166904998997,.148561389555488, , , ,5.125, ,4.41666666666667,6,-3,21,1,2,2,1,2,.
8868129,0, , , , ,-.895994430253687,-.165957279234401,3.65, ,2.66666666666667, ,2,-3,19,1,1,1,2,6,.
8868148,0,.73812160693494,.496715404884984, , , , , ,1, ,2.41666666666667,1,0,28,39,2,2,2,6,.
8868151,0, , , , ,-.669598028162999,.0320561729161114, ,2.125, ,3.41666666666667,1,-1,18,1,1,1,2,6,.
8868155,.015625,-.496750811969672,.36568715327753, , , , ,3.85, ,2, ,4,0,25,1,3,2,2,6,.
8868161,0, , , ,.026714423599215, , ,3.95, ,3.16666666666667, ,6,2,25,1,2,2,1,8,"""[2,3,4,6]"""
8868167,0, , , , ,.3522218260663,.13057400545591, ,2, ,3.33333333333333,5,-1,22,1,2,2,1,8,"""[2,6]"""
8868168, , , , , , , , , , , ,2, ,35,1,2,2,1,2,.
8868178,0,-.478230651161033,-.226529100078508, , , , ,3.6, ,1.16666666666667, ,2,-1,19,1,2,2,2,5,.
8868180,.0473790322580645, , , , , , , , , , , , ,29, , , ,1, ,.
8868184, , , , , , , , ,2.5, ,3,4,1,22, ,2,2,2,2,.
8868187,0, , ,-.424177860360188,.13687434276631, , ,3.5, ,1.5, ,1,1,61,39,2,2,1,6,.
8868189,0,-.427947325645371,.68822196747527, , , , , , ,2.83333333333333, ,2,0,32,1,2,2,1,6,.
8868195,0,.874670377254162,.86734925673158, , , , ,2.7, ,1, ,1,0,51,1,2,2,2,6,.
8868197,.0234375, , ,.462916691481011,.775898301841636, , , ,3.5, ,4.5,6,0, ,1, , ,2,6,.
8868198,0, , , , ,-.374880735201027,-.34417055062131, ,1, ,1,1,0,35,1, , ,2,6,.
8868202,0, , ,.136667984640411,.743886236049799, , ,3.9, ,3.16666666666667, ,4,0,22,1,2,2,2,6,.
8868205,0, , ,-.451760347820222,.381136978187161, , ,3.7, ,3, ,1,1,21,1,2,2,2,8,"""[2,6]"""
8868209, , , , , , , , , , , ,5, ,47,1,2,2,2,6,.
8868214,0, , ,.191755840851348,-.617293755366046, , ,3.55, ,1.16666666666667, ,5,0,47,1,2,2,2,6,.
8868218,.015625,.104588362786734,-.11893672388286, , , , , ,1.5, ,2.66666666666667, ,-1,43,1, , ,1, ,.
8868232, , , , , , , , , , , ,2, ,19,1,3,2,1,6,.
8868238,0, , ,-.540852380728624,-.115315208322381, , , ,2.375, ,2.33333333333333,3,0,36,1,2,2,1,8,"""[3,6]"""
8868243,0, , ,.0824794156947853,.722983806131108, , , ,1, ,2.41666666666667,2,-3,33,1,2,2,1,2,.
8868244,0,.95709232929999,1.12896950900656, , , , , ,2.625, ,5.25,6,2,20,1,2,2,1,6,.
8868247,0,.440004564929334,.673067370137479, , , , , ,1.5, ,3,2,0,18,100,2,2,1,3,.
8868258, , , , , , , , , , , ,6, ,43,14,2,2,2,6,.
8868260,0, , ,.453125678460209, , , , , , , ,4, ,18,69,2,2,2,6,.
8868261,0, , , , ,-.597156897899085,.0121696822617351, ,1.25, ,1.91666666666667, ,0,43,14,2,2,2,6,.
8868272,0,-.435265141369344,.373848627901067, , , , , ,3.5, ,2.08333333333333,1,1,19,1,2,2,2, ,.
8868273,0, , ,.858501243859089,.43530250904254, , , ,1.25, ,3.75,4,0,50,1,3,2,2,8,[7]
8868278, , , , , , , , , ,4.16666666666667, ,4,1,18,6,2,2,1,4,.
8868281, , , , , , , , , , , ,4, ,27,1,2,2,2,6,.
8868284,0,-.521314037064929,.662030772011189, , , , ,3.2, ,1.16666666666667, ,1,0,31,39,2,2,1,6,.
8868296, , , , , , , ,4.3, ,1.66666666666667, ,6,1,28,1,2,2,2,6,.
8868311, , , , , , , , , , , ,4, ,17,1,2,2,2,7,.
8868314, , , , , , , , , , , ,2, ,24,1,2,2,1,5,.
8868322,0, , ,.590186880919362,.337594741153239, , ,3.15, ,1.5, ,2,0,35,1,2,2,1,2,.
8868323, , , , , , , , , , , ,3, ,22,1,2,2,2,6,.
8868327,0, , ,.454176882891295,-.0321614581193407, , , ,3.125, ,3.5,3,0,32,14,2,2,1,6,.
8868336, , , , , , , , , , , ,4, ,38,1,2,2,2,5,.
8868347,0, , ,.342876967840079,.858839835631098, , ,4.05, ,2, ,3,0,36,39,2,2,1,2,.
8868348,0,-.0592848598855514,.421479349864109, , , , , ,1.125, ,2.08333333333333, ,0,16,192, , ,2,3,.
8868351,0, , , , ,.254064494543823,.224683981065445,4.35, ,3, ,4,1,24,1,2,2,2,6,.
8868359, , , , , , , , , , , ,5, ,23,1, , ,1, ,.
8868373, , , , , , , , , , , ,1, ,28,39,2,2,2,6,.
8868374,0, , , , ,-.31655498521963,.343168304176832,3.45, ,3.33333333333333, ,2,0,37,82,2,2,1,6,.
8868375, , , , , , , , , , , ,1, ,28,39,2,2,2,6,.
8868376, , , , , , , , , , , ,1, ,28,39,2,2,2,6,.
8868377, , , , , , , , , , , ,1, ,28,39,2,2,2,6,.
8868378, , , , , , , , , , , ,1, ,29,39,2,2,2,6,.
8868379, , , , , , , , , , , ,1, ,27,39,2,2,2,6,.
8868380,0, , , , ,-.130721722307518,.501852878527479,3.75, ,2.5, ,1,0,28,39,2,2,2,6,.
8868384,0,-.126200619771314,.7225280008268, , , , , ,1.125, ,3,1,0,28,39,2,2,2,6,.
8868389,0, , , ,.682405249604148, , , , , , , , ,17,113,3,2,1,2,.
8868410, , , , , , , ,3.75, ,4.16666666666667, ,4,1,27,45,3,2,2,3,.
8868421,0, , , , ,1.05345421303623,.208501824176068, , ,4, ,2,0,21,206,2,2,2,6,.
8868422, , , , , , , , , , , ,4, , ,104,2,2,1, ,.
8868423,0, , , , ,.151556454530405,1.09218279078588, ,1, ,6,6,0,30,1,2,2,1,6,.
8868426,0, , , , ,-.363081061220667,.284584123916601, , , , ,1,0,20,225,2,2,1,6,.
8868431, , , , , , , , , , , ,6, , ,1,2,2,2,6,.
8868440, , , , , , , , , , , ,3, ,17,82,2,2,2,6,.
8868445,0, , ,.527815124505799,.749279551305146, , , ,1.875, ,3,2,0,43,39,2,2,2,1,.
8868446, , , , , , , , ,1.75, ,2.66666666666667,3,0,16,237,2,2,2,7,.
8868452, , , , , , , , ,1.5, ,3,3,0,17,82,2,2,2,6,.
8868455,0,-.33949108969692,.142683537165322, , , , ,4.5, ,4.66666666666667, ,4,1,18,197,2,2,1,5,.
8868456,0, , , , ,-1.16452172772142,-.19625064359666, , ,2.33333333333333, ,3,0,16,237,2,2,2,7,.
8868466,0, , , , ,-.372812032940209,.20424990258194, ,1.75, ,2,1,-2,78,1,2,2,2, ,.
8868473,.0625, , ,-.629352221525862,-1.08244246300872, , ,3.05, ,2, ,4,0,16,237,2,2,2,7,.
8868477, , , , , , , , , , , ,4, ,16,237,2,2,2,7,.
8868480, , , , , , , , ,2.25, , ,4,0,16,237,2,2,2,7,.
8868484,0, , ,.735164611396748,-.0480965931521756, , , ,5.125, ,3.5,5,3,24,1,2,2,1,6,.
8868485, , , , , , , , ,1.75, , , , , ,197, , ,1, ,.
8868486, , , , , , , , , , ,3.83333333333333,2,0,56,82,3,2,2,6,.
8868489, , , , , , , ,3.45, ,2.16666666666667, ,6,-1,23,105,2,2,2,7,.
8868497,0,.0749573342957348,.296840417299256, , , , , ,1.875, ,2.5,2,2,28,1,2,2,2,6,.
8868512, , , , , , , , , , , ,2, ,16,82,2,2,1,6,.
8868515,0, , , , ,.0795920760092585,.261780009637518, ,2.625, , ,4,0,35,177,1,1,5,6,.
8868530,0, , ,-.566419067576167,.251168725237221, , ,3.95, ,2.83333333333333, ,4,0,19,1,2,2,2,6,.
8868544, , , , , , , , , , , ,2, ,21,1,2,2,2,5,.
8868553,0, , , , ,.187658877204315,.0611258249834147, , ,1.33333333333333, ,1,0,54,39,2,2,2,6,.
8868567, , , , , , , , , , , ,2, , ,1,2,2,1,6,.
8868568,.0078125,-.229861078646725,.264798422729152, , , , , ,4.375, ,3.91666666666667,5,3,26,1,2,2,1,6,.
8868570,0, , , , ,.113747205555266,-.151774529489352, ,1.75, ,2.41666666666667,1,0,29,104,2,2,2,6,.
8868571,.8984375, , , ,.478802922794774, , ,4.4, ,3, ,4,1,17,82,2,2,1,6,.
8868574,.0078125,.268480720689357,.226372291110287, , , , , ,2.125, ,4.33333333333333,4,0,17,82,2,2,1,6,.
8868575, , , , , , , , ,1.75, , ,7, ,46,1,2,2,2,6,.
8868578,0,.146234762468131,.346039137897788, , , , , ,2.5, ,2.83333333333333,2,0,38,1,2,2,2,6,.
8868589,.0078125, , , , ,.0319349122449469,.577490502496435, , ,3.83333333333333, ,4,0,16,1,3,2,2,6,.
8868594,0, , , , ,.16065409859189,.285993607497532, , , ,3.08333333333333,5,0,40,1,1,1,1,7,.
8868595, , , , , , , , ,1.625, ,4,1,0,16,151,2,2,1,3,.
8868607,0, , , , ,-.634454270941923,-.0145644601082463,3.65, ,3.66666666666667, ,4,0,26,1,1,1,2,6,.
8868619,0, , ,.443090891441098,-.503079882320958, , ,4.05, ,3.66666666666667, , ,0,25,45,3,2,2,2,.
8868620,0, , ,-.00793914914219676,.0378474205707853, , , ,1.75, ,1.58333333333333,4,-1,62,1,2,2,1,7,.
8868628,0, , , , ,-.232773176328986, , , , , ,3, ,14,39,2,2,2,8,"""[3,5]"""
8868653,0,.105439604738667,-.124130431965887, , , , ,2.7, ,1.5, ,1,0,34,1,2,2,2,6,.
8868671, , , , , , , , ,1.125, ,3.25,2,3,35, ,2,2,2,6,.
8868675, , , , , , , , , , , ,2, ,19,39,2,2,2,3,.
8868677,.015625, , ,.962796091771687, , , , , , , ,3, ,21,1,2,2,2,6,.
8868688, , , , , , , , ,1, ,2.33333333333333,4,0, ,225,2,2,2,6,.
8868695,0, , , , ,-.0753189223158559,-.247656123305571,3.75, , , ,2,0,16,200,1,1,1,6,.
8868704,.0078125, , , , ,.579642542987938,1.12964811573496, ,3.875, ,3.5,3,1,23,1,2,2,1,6,.
8868708,0, , ,-.568712419390709,.565262494723394, , , ,2.875, ,5.58333333333333,3,1,16,82,2,2,1,3,.
8868715,0, , , , ,-.171078818738901,-.199396268019517, ,1.75, ,1.91666666666667,2,0,48,1,2,2,5,6,.
8868719, , , , , , , , , , , , , , , , , , , ,.
8868737, , , , , , , , , , , ,2, , , , , ,2, ,.
8868751,.574404761904762,-.0669587667380718,.520950188774696, , , , ,4.25, ,4.5, ,7,0,24,1,2,2,1,5,.
8868763,0, , , , ,.253356768019659,.525730434318602, ,2.375, ,3.5,4,1,24,16,3,2,2,7,.
8868764,0, , , , ,-.140450944958539,.29808861601133, ,1.25, ,3.25,3,0,22,1,1,1,2,6,.
8868767,0, , ,.195486406929349,-.573843840383901, , ,3.8, ,3.66666666666667, ,2,0,23,225,2,2,1, ,.
8868770,0,.960942185830177,.486105322559891, , , , , ,1.375, ,2.33333333333333,2,1,21,39,2,2,2,6,.
8868778, , , , , , , , , , , ,4, ,25,1,2,2,2,6,.
8868781,0,.699747552709473,-.540290842594219, , , , , ,2.25, ,3.16666666666667,7,2,29,1,2,2,2,1,.
8868783,0, , ,1.13644708300226,.719939597978427, , , ,1.625, ,2.83333333333333,4,2,25,1,2,2,2,6,.
8868786,0,.56242562427036,.0275099869346513, , , , ,3.45, ,3.16666666666667, ,3,0,15,225,2,2,2,8,"""[6,7]"""
8868788,0, , , , ,.636012003252073, , , , , ,6, ,49,75,3,2,2,6,.
8868794,0,-.127128398525001,.862901988007532, , , , ,3.8, ,1.5, ,1,0,56,39, , ,2,8,"""[1,6,7]"""
8868798,.03125, , , , , ,.532890949584929, , ,3.33333333333333, ,6,0,20,1,2,2,2,6,.
8868800, , , , , , , , , , , , , , , , , , , ,.
8868805,0, , ,.632136325332304,1.05947446360776, , , ,2.375, ,3.08333333333333,6,1,50,225,2,2,2,6,.
8868819,0, , , , ,.293229423764345,.158865590414195,3.65, ,1.83333333333333, ,5,1,47,1,2,2,2,6,.
8868827, , , , , , , , ,2.125, ,4.08333333333333,3,2,35,1,2,2,1,6,.
8868838, , , , , , , , , ,3, ,2,1,16,39,2,2,1,6,.
8868841, , , , , , , , , ,1.83333333333333, ,3, ,24,133,2,2,2,8,"""[6,7]"""
8868843,0, , , , ,.519146928051186,.482182091071538, ,2.75, ,2.75,5,0,17,1,2,2,2,3,.
8868846, , , , , , , , ,5.375, ,5.16666666666667,6,3,47,1,2,2,1,6,.
8868853,.359375, , , , ,-.241843329468451,.831766581125427, , , , , , ,14, ,2,2,1,6,.
8868867,0, , ,.0824742020542803,.393770120729995, , ,4.2, ,1.66666666666667, ,2,0,20,39,2,2,2,6,.
8868868,0, , , , ,-.570331818101571,-.563390874533024,4.1, ,1.83333333333333, ,4,0,17,225,2,2,2,6,.
8868873,0,-.388581168106301,.751355665576399, , , , , ,2.75, ,4.33333333333333,4,0,50,39,2,2,2,6,.
8868884, , , , , , , , , , , ,6, ,15,39, , , , ,.
8868889, , , , , , , , , ,2.16666666666667, , , , , , , , , ,.
8868896, , , , , , , , ,2.5, ,1.75,2,-1,25,106,2,2,2,6,.
8868910,0, , , , ,.311979100700856,.116229203330019, ,1.125, ,1.33333333333333,2,0,27,1,2,2,2,6,.
8868917,.0078125,.252208653143927,.428495598292178, , , , ,3.65, ,2, ,2,0,25,1,2,2,2,6,.
8868931, , , , , , , , , , , ,3, ,47,31,1,1,2,6,.
8868934,.0078125, , , , ,.191248045694072,.33439240757406,2.4, ,2.83333333333333, ,4,1,21,1,2,2,2,6,.
8868940,0, , , , ,-.336561948991276,.171342379397082,3.8, ,2.16666666666667, ,2,0,22,104,2,2,1,8,"""[6,7]"""
8868942, , , , , , , , , , , ,6, ,51,108,2,2,2,2,.
8868946,0, , ,.595053852422806,.0328236095395049, , , ,1.5, ,2.83333333333333,2,-1,25,106,2,2,2,6,.
8868949,.0078125,-.218950749477746,.166587983428388, , , , ,2.5, ,3, ,4,0,21,1,2,2,2,6,.
8868966,.0546875, , ,-.492152682403934,-.242645468554162, , , ,1.75, ,2.33333333333333,2,-1,16,1,2,2,2,8,"""[2,6]"""
8868967, , , , , , , , , , , ,2, ,18,39,2,2,1,2,.
8868968,0, , , , ,-.0907605206841603,.51639657456947, ,1, ,2.16666666666667,2,0,44,1,2,2,2,6,.
8868973,.455141129032258,.55057099033085, , , , , ,3.75, ,2.33333333333333, ,6,0, , , , , , ,.
8868977, , , , , , , , ,1, ,2.5,4,1,21,1,2,2,2,6,.
8868979,0,-.398867356298135,.070552209484041, , , , ,2.95, ,2, ,1,0,27,225,2,2,2,6,.
8868988, , , , , , , , , , , ,4, ,50,216, , ,1,2,.
8868989, , , , , , , , , ,5, ,4,0,21,107,2,2,2,5,.
8868992, , , , , , , , , , , , , ,15, ,1,1,4,4,.
8868998,.0078125, , ,.117467892406866,-.0347509976607548, , , , , , , , , , , , , , ,.
8869003,0, , ,.884328113246496,-.296533615255083, , , ,1.75, ,5.66666666666667,4,0,32,1,2,2,1,6,.
8869006,0, , ,.742457813895353,-.0573665800798291, , ,3.65, ,2.33333333333333, ,4,2,23,1,2,2,2,6,.
8869012,0, , , , ,-1.00099755665412,-.607467302367616, ,1.5, ,1.58333333333333,2,-3,38,1,1,1,2,6,.
8869016,0,.644662067883042,.281412861468138, , , , , ,2, , ,2,0,33,1,2,2,2,5,.
8869018, , , , , , , , , , , ,5, ,33,1,2,2,1,6,.
8869041,0,-.657133500084821,.34601263501564, , , , , ,1, ,1.25,1,0,27,1,2,2,2,6,.
8869048, , , , , , , , ,1, ,1,4,-2,33,1,1,1,2,4,.
8869058,0,.404045983103784,.127581793204108, , , , , ,1.5, ,1.83333333333333,2,1,16,1,2,2,2,6,.
8869063,.0078125, , , , ,.0259565228199104,.369060085316582, ,1, ,3.25,2,0,17,1,2,2,1,6,.
8869064,0, , ,.509331550017758,.858711758882001, , ,4.1, ,3.16666666666667, ,5,0,18,1,2,2,2, ,.
8869065,0, , , , ,.28039065235557,.0153836955914906, ,2.5, ,5.66666666666667,4,0,39,1,1,1,2,6,.
8869066, , , , , , , , , , , ,4, ,20,1,2,2,2,5,.
8869068,.921006944444444, , , , , ,.551536848501291,4.05, ,3.83333333333333, ,4,-1,21,1, , ,1, ,.
8869071,0,-.104079111632344,.158242489304208, , , , ,4.25, ,3.83333333333333, ,3,0,25,1,2,2,2,6,.
8869072,0, , ,-.524484313149366,.0947798131823635, , , ,2.625, ,2.58333333333333,3,1,20,1,2,2,2,8,"""[2,6]"""
8869079, , , , , , , ,3.45, ,1.16666666666667, ,1,0,24,75,2,2,1,6,.
8869080,0, , ,-.244724265821353,-.820440010976002, , , , , , , , , , , , , , ,.
8869085,0,.563468394304132,.573843917195478, , , , , ,1.125, ,2.91666666666667,6,0,47,14,2,2,1,6,.
8869088,0, , ,.0774511986254543,.672084270319645, , ,4.2, ,2.5, ,4,0,33,100,2,2,1,3,.
8869089,0,.479041341737843,.48579731416882, , , , ,3.75, ,3.33333333333333, ,5,1,18,1,2,2,2,6,.
8869092,0, , ,.633705613664831,.468502911737298, , , , , ,3.33333333333333,2,0,38,1,2,2,2, ,.
8869100,0, , , , ,.162498631927698,-.662698773671832, ,1.625, ,3.08333333333333,2,0,16,1,2,2,2,6,.
8869102, , , , , , , , , , , ,1, ,21,1,1,1,2,7,.
8869104, , , , , , , , , , , , , , , , , , , ,.
8869110,0,.222665955875414,.283042766358772, , , , ,3.3, ,3, ,2,0,20,1,2,2,2,6,.
8869116, , , , , , , , , , , ,2, ,55,1,2,2,2,6,.
8869117,.015625,.168564229914126,-.0669118584280431, , , , , ,1.375, ,1.5, ,0,25,39, , ,2,6,.
8869126, , , , , , , ,5.05, ,2.83333333333333, ,4,0,37,1,2,2,2,6,.
8869127,0, , , , ,.45617348945318,.329427596538165, ,3, ,4.5,4,2,16,1,2,2,2,6,.
8869131,0,.105059940174181,.204282866978923, , , , , ,1, ,2.16666666666667,4,0,21,1,3,2,2,6,.
8869136,.296875,.633407331203704,-.217222394377848, , , , , ,4.625, ,4,7,-2,21,1,2,2,1,6,.
8869142,.189980158730159, , , , ,.753701680203604,.0540500352397461, ,1.875, ,3.75,4,0,14,1,2,2,2,6,.
8869144,0, , , , ,-.283960934031112,-.249206856924807, ,1.625, ,2.25, ,0,20,1,2,2,2,6,.
8869147, , , , , , , , , , , ,4, ,37,1,2,2,2,6,.
8869152,0, , , , ,-.342822452380782,-.747375601621872, ,2.375, ,2.83333333333333,3,0, ,1, , ,1, ,.
8869153,0, , , , ,.46690636908272,.382176052688315,4, ,2.5, ,6,0,22,1,2,2,2,6,.
8869155, , , , , , , , , , , ,4, ,17,223,2,2,2, ,.
8869172,0, , ,.0405329714902331,-.0192961458322114, , ,3.4, ,2.33333333333333, ,1,0,16,1,2,2,1,7,.
8869174,0,.735170655016766,.77517259441533, , , , , ,1.25, ,2.5,4,0,32,1,2,2,2,6,.
8869180, , , , , , , , ,1.375, ,1.66666666666667,1,0, ,1,2,2,2,6,.
8869181,0, , , , ,.0850878586844808,-.0421711489109503, , ,1.16666666666667, ,6,0,54,1,1,1,2,6,.
8869186,0,.663528980067169,.314446338411778, , , , ,3.55, ,2.33333333333333, ,4,0,17,225,2,2,2,6,.
8869192,0, , ,-.41820335382746,-.508902744684231, , , , , , ,1, ,45,155,2,2,1, ,.
8869197,.0078125,.126864750240838,.445228985964949, , , , ,3.3, , , , ,0,18,1,2,2,2,5,.
8869199,.0078125,-.568769427334902,.526465972841734, , , , , , , , ,4, ,22,1,2,2,2,5,.
8869211, , , , , , , , , , , ,7, ,23,1,2,2,1,6,.
8869216,0,.121147533309246,.320490899331541, , , , , ,2.375, ,6.33333333333333,7,0,23,1,2,2,1,6,.
8869225,0,.878691629071128,.169072214282032, , , , , ,1.5, , ,4,0,51,1, , ,2,6,.
8869231,.015625, , , , ,.360053208762581,.365428806552022, ,4.125, ,1.83333333333333,4,2,22,1, , ,2,6,.
8869256, , , , , , , , ,3, ,2.83333333333333,5,2,18,1,2,2,2, ,.
8869260,.56671626984127, , , , ,.623293331164918,.233082723204139,4.05, ,3, ,6,1,13,1,1,1,2,6,.
8869262,0, , , ,-.511823105153133, , , , , , ,2, ,21,45,2,2,2,2,.
8869266,0, , , , ,.730422502228461, , , , , ,4, ,27,1,2,2,2,6,.
8869268,0, , , , ,.671533850709912,-.114558584607725,5, ,1.16666666666667, ,4,0,17,223,2,2,2,6,.
8869269,.0703125, , , , ,-.490130666161169,-.713596677284851,4.2, ,3.33333333333333, ,4,0, ,1,2,2,2,6,.
8869286,0, , , , ,-1.91837749385308,-1.55239424195202,3.7, ,2.5, ,4,0,20,1,2,2,2,6,.
8869294, , , , , , , , ,2, ,4.25,2,0,31,39,3,2,2,7,.
8869297,0, , , , ,-.762548831527136,.379763740506026, ,1, ,1.66666666666667,1,-1,21,1,1,1,2,7,.
8869298, , , , , , , , , , , ,4, ,34,139,1,1,2,7,.
8869303,0, , , , ,.624049382018985,.584726899168584, ,2, ,2.33333333333333,4,0,24,14,2,2,2,6,.
8869309,0, , , , ,-.170775475186957,.209486008245882, ,2.5, ,4.25,3,0,17,74,2,2,1,6,.
8869312,.0078125, , , , ,.19529905011383,.746484867577116, ,3.5, ,2.66666666666667,6,1,21,1,2,2,2,6,.
8869313,0, , , , ,-1.31306190036775,.0129740207140961,4, ,3.33333333333333, ,4,0,20,1,2,2,2,6,.
8869314, , , , , , , , , , ,4.08333333333333,4, ,24,1,2,2,1,6,.
8869317, , , , , , , ,4, ,3.5, ,5,1, ,1,2,2,2,6,.
8869321,.0078125,-.165470514085835,.191030412382436, , , , ,3.35, ,2, ,1,0,19,1,2,2,1,6,.
8869322,0, , ,-.273086805272506,.341301402838706, , , ,1.375, ,3.83333333333333,4,0,24,1,2,2,1,6,.
8869326,0, , ,-.193754981911499,.287670460642884, , ,2.85, ,1.33333333333333, ,1,0,22,39,2,2,1,3,.
8869331,0, , ,.967759404033186,.678655014330938, , ,3.4, ,5, ,4,1,22,1,2,2,1,6,.
8869332, , , , , , , , , , , ,6, ,23,1,2,2,1,6,.
8869338,0, , ,-.263001662380707,.766455536836406, , ,3.6, ,1.33333333333333, ,1,0,19,1,2,2,1,6,.
8869344, , , , , , , , , , , ,2, ,31,1,2,2,1,6,.
8869347,0, , , , ,.276713990584543,.113763840048685,3.8, ,3.83333333333333, ,2,0,17,1,1,1,1,8,[6]
8869353, , , , , , , , , , , , , , , , , , , ,.
8869356,0, , ,.789049243303495,.696322254007896, , ,3.8, ,2.5, ,4,0, ,1,2,2,2,6,.
8869361,.0476190476190476,.446627721841288,.474324957101012, , , , ,5.2, ,3, , ,0, , , , , , ,.
8869368,0, , ,-.0629667642361786,.48635577337487, , , ,1.25, ,2.75,3,0,45,1,2,2,2,6,.
8869373,0,-.355457436186454,.724813965213033, , , , ,2.95, ,3.5, ,4,-3,13,39,3,2,2,5,.
8869374,0, , ,.872993384362001,.632468032393052, , , ,4, ,4.91666666666667,6,1,22,1,2,2,1,6,.
8869387,0, , , , ,-.299971925531336,-.24131010612932,4.8, ,2.16666666666667, ,4,-1,32,1,1,1,1,7,.
8869392,.0078125, , ,-.318644541117555,-.0738726779584929, , ,2.9, ,3, ,2,0,24,45,2,2,2,2,.
8869401,0, , , , ,-.249486513231327,.9919867831471,4, ,3, ,4,1,18,1,2,2,2,6,.
8869402,0, , ,.386441518262653, , , ,3.15, ,2, ,1,0,18,1,2,2,1,4,.
8869405,.03125, , ,-.557520105284628,-.0138247041277563, , , ,2.875, ,3.25,4,0,19,1,2,2,1, ,.
8869411, , , , , , , , , , , ,3, ,19,1,2,2,1, ,.
8869412, , , , , , , , , , , ,1, ,28,1, , ,2,6,.
8869415, , , , , , , , , , , ,2, ,14,1,2,2,2,6,.
8869416,0, , ,.0265839971970099,-.209502271468367, , ,5.1, ,4, ,4,0,24,1,3,2,1,6,.
8869417,0, , ,.174374656557986, , , , , , , ,2, ,34,39,3,2,1,8,"""[6,7]"""
8869420,0,-.28445193936839,.369378795350289, , , , , ,1.375, ,3.33333333333333,6,0,20,1,2,2,2,6,.
8869423, , , , , , , , , , , ,4, ,66,39,3,2,2,6,.
8869425, , , , , , , , , , , ,2, ,27,1,2,2,2,6,.
